x,y,z,a,b,c,d,e,f,g,h,class
3,35,238781,132502,106279,176551,97722,78829,62230,34780,27450,1
3,35,228261,118828,109433,159557,81323,78234,68704,37505,31199,1
3,35,204328,104866,99462,137390,67542,69848,66938,37324,29614,1
3,35,172023,88138,83885,116724,57361,59363,55299,30777,24522,1
3,35,164964,82963,82001,114920,56630,58290,50044,26333,23711,1
3,35,146627,74602,72025,102452,51450,51002,44175,23152,21023,1
3,35,127739,66238,61501,87894,45541,42353,39845,20697,19148,1
3,35,97948,51828,46120,65812,35010,30802,32136,16818,15318,1
3,35,77086,38905,38181,51505,25483,26022,25581,13422,12159,1
3,35,83842,39568,44274,61023,28303,32720,22819,11265,11554,1
3,35,62915,32538,30377,47290,24618,22672,15625,7920,7705,1
3,35,45002,23915,21087,33769,18324,15445,11233,5591,5642,1
3,35,21475,10860,10615,15943,8099,7844,5532,2761,2771,1
3,35,35033,17411,17622,26903,13529,13374,8130,3882,4248,1
3,35,2248,1238,1010,1785,994,791,463,244,219,1
3,36,815168,426311,388857,532706,275932,256774,282462,150379,132083,1
3,36,59343,31568,27775,39600,21186,18414,19743,10382,9361,1
3,36,68311,37194,31117,45803,25028,20775,22508,12166,10342,1
3,36,76090,42973,33117,51232,28808,22424,24858,14165,10693,1
3,36,82963,46375,36588,55578,30875,24703,27385,15500,11885,1
3,36,78513,40779,37734,50596,25781,24815,27917,14998,12919,1
3,36,68111,34771,33340,42117,20896,21221,25994,13875,12119,1
3,36,59221,29836,29385,37136,18025,19111,22085,11811,10274,1
3,36,57703,28557,29146,36880,18048,18832,20823,10509,10314,1
3,36,55258,27307,27951,35380,17362,18018,19878,9945,9933,1
3,36,50142,25508,24634,31499,15781,15718,18643,9727,8916,1
3,36,40405,21078,19327,25373,13056,12317,15032,8022,7010,1
3,36,30586,15790,14796,19242,9788,9454,11344,6002,5342,1
3,36,28986,14311,14675,19577,9448,10129,9409,4863,4546,1
3,36,21023,10514,10509,14872,7451,7421,6151,3063,3088,1
3,36,15961,8324,7637,11411,6036,5375,4550,2288,2262,1
3,36,8277,4251,4026,5874,3025,2849,2403,1226,1177,1
3,36,12595,6278,6317,9240,4660,4580,3355,1618,1737,1
3,36,1680,897,783,1296,678,618,384,219,165,1
3,37,2193590,1145211,1048379,1032419,528790,503629,1161171,616421,544750,1
3,37,156315,83259,73056,72594,38480,34114,83721,44779,38942,1
3,37,177339,96227,81112,84572,45601,38971,92767,50626,42141,1
3,37,193885,108015,85870,95389,52849,42540,98496,55166,43330,1
3,37,214709,118410,96299,105319,57080,48239,109390,61330,48060,1
3,37,219034,115162,103872,99802,50875,48927,119232,64287,54945,1
3,37,197874,101215,96659,84705,41669,43036,113169,59546,53623,1
3,37,170689,86548,84141,74076,36372,37704,96613,50176,46437,1
3,37,164004,83009,80995,73771,36170,37601,90233,46839,43394,1
3,37,147919,74007,73912,69567,33792,35775,78352,40215,38137,1
3,37,133819,67687,66132,62697,31024,31673,71122,36663,34459,1
3,37,109668,56890,52778,50959,26180,24779,58709,30710,27999,1
3,37,83781,43375,40406,39343,19877,19466,44438,23498,20940,1
3,37,77479,37922,39557,39143,18580,20563,38336,19342,18994,1
3,37,54431,27384,27047,28955,14536,14419,25476,12848,12628,1
3,37,40280,20388,19892,22083,11207,10876,18197,9181,9016,1
3,37,21528,10848,10680,11852,5975,5877,9676,4873,4803,1
3,37,29282,13997,15285,16942,8156,8786,12340,5841,6499,1
3,37,1554,868,686,650,367,283,904,501,403,1
3,38,1586625,809057,777568,1251656,634470,617186,334969,174587,160382,1
3,38,116881,62378,54503,93040,49684,43356,23841,12694,11147,1
3,38,132288,72081,60207,106023,57629,48394,26265,14452,11813,1
3,38,143934,79682,64252,115955,64194,51761,27979,15488,12491,1
3,38,159379,86586,72793,127690,68826,58864,31689,17760,13929,1
3,38,150142,75478,74664,116900,58054,58846,33242,17424,15818,1
3,38,129117,61377,67740,98714,45951,52763,30403,15426,14977,1
3,38,114288,54635,59653,88140,41432,46708,26148,13203,12945,1
3,38,110698,53045,57653,86288,40924,45364,24410,12121,12289,1
3,38,102996,49738,53258,80890,38766,42124,22106,10972,11134,1
3,38,94800,46677,48123,73623,36230,37393,21177,10447,10730,1
3,38,80535,40922,39613,61807,31363,30444,18728,9559,9169,1
3,38,64648,33693,30955,49538,25672,23866,15110,8021,7089,1
3,38,60599,29708,30891,48128,23329,24799,12471,6379,6092,1
3,38,43634,22181,21453,35686,18125,17561,7948,4056,3892,1
3,38,33969,17098,16871,28222,14222,14000,5747,2876,2871,1
3,38,18815,9536,9279,15568,7886,7682,3247,1650,1597,1
3,38,28471,13481,14990,24214,11539,12675,4257,1942,2315,1
3,38,1431,761,670,1230,644,586,201,117,84,1
3,39,612310,313291,299019,486894,248118,238776,125416,65173,60243,1
3,39,43583,22890,20693,34405,18082,16323,9178,4808,4370,1
3,39,48954,26749,22205,38584,21071,17513,10370,5678,4692,1
3,39,54662,30288,24374,43367,24009,19358,11295,6279,5016,1
3,39,61179,33081,28098,48816,26249,22567,12363,6832,5531,1
3,39,59848,30444,29404,47144,23851,23293,12704,6593,6111,1
3,39,50371,24646,25725,39255,19072,20183,11116,5574,5542,1
3,39,43785,21455,22330,34342,16641,17701,9443,4814,4629,1
3,39,42919,20944,21975,33949,16463,17486,8970,4481,4489,1
3,39,40028,19551,20477,31740,15431,16309,8288,4120,4168,1
3,39,36573,18025,18548,28844,14162,14682,7729,3863,3866,1
3,39,30704,15680,15024,24093,12347,11746,6611,3333,3278,1
3,39,23785,12440,11345,18697,9710,8987,5088,2730,2358,1
3,39,23381,11008,12373,19177,8865,10312,4204,2143,2061,1
3,39,17754,8917,8837,14913,7531,7382,2841,1386,1455,1
3,39,13872,6941,6931,11705,5836,5869,2167,1105,1062,1
3,39,7467,3714,3753,6368,3166,3202,1099,548,551,1
3,39,11347,5440,5907,9716,4709,5007,1631,731,900,1
3,39,2098,1078,1020,1779,923,856,319,155,164,1
3,40,600163,320795,279368,414681,220050,194631,185482,100745,84737,1
3,40,44287,23891,20396,29908,16189,13719,14379,7702,6677,1
3,40,48068,26544,21524,32832,18169,14663,15236,8375,6861,1
3,40,52731,29984,22747,36436,20762,15674,16295,9222,7073,1
3,40,59446,33707,25739,41627,23311,18316,17819,10396,7423,1
3,40,61146,32752,28394,41524,21808,19716,19622,10944,8678,1
3,40,55340,29049,26291,36708,19024,17684,18632,10025,8607,1
3,40,46899,24476,22423,31304,16086,15218,15595,8390,7205,1
3,40,44101,22789,21312,29969,15261,14708,14132,7528,6604,1
3,40,39859,20459,19400,27560,13976,13584,12299,6483,5816,2
3,40,35922,18888,17034,24970,13124,11846,10952,5764,5188,2
3,40,27642,14767,12875,19021,10089,8932,8621,4678,3943,2
3,40,20618,10661,9957,14034,7191,6843,6584,3470,3114,2
3,40,21515,10345,11170,15837,7498,8339,5678,2847,2831,2
3,40,15879,8305,7574,12345,6486,5859,3534,1819,1715,2
3,40,11272,6053,5219,8728,4749,3979,2544,1304,1240,2
3,40,5865,3102,2763,4505,2417,2088,1360,685,675,2
3,40,8237,4305,3932,6461,3427,3034,1776,878,898,2
3,40,1336,718,618,912,483,429,424,235,189,2
3,41,3498739,1867816,1630923,1429031,753444,675587,2069708,1114372,955336,2
3,41,264641,141677,122964,103157,55350,47807,161484,86327,75157,2
3,41,297616,162100,135516,117133,63698,53435,180483,98402,82081,2
3,41,317941,177002,140939,130856,72492,58364,187085,104510,82575,2
3,41,342041,193736,148305,143483,79427,64056,198558,114309,84249,2
3,41,351563,190246,161317,140009,74181,65828,211554,116065,95489,2
3,41,327726,171965,155761,123993,64260,59733,203733,107705,96028,2
3,41,282330,146677,135653,107221,55074,52147,175109,91603,83506,2
3,41,263984,137441,126543,100282,51481,48801,163702,85960,77742,2
3,41,227941,118022,109919,91800,46224,45576,136141,71798,64343,2
3,41,205791,107637,98154,84328,43268,41060,121463,64369,57094,2
3,41,163750,86954,76796,68542,35974,32568,95208,50980,44228,2
3,41,125712,65573,60139,53488,27607,25881,72224,37966,34258,2
3,41,116959,58498,58461,55246,26740,28506,61713,31758,29955,2
3,41,80730,42515,38215,41053,21740,19313,39677,20775,18902,2
3,41,56555,30059,26496,29368,15789,13579,27187,14270,12917,2
3,41,30131,15801,14330,15369,8096,7273,14762,7705,7057,2
3,41,40421,20143,20278,22493,11270,11223,17928,8873,9055,2
3,41,2907,1770,1137,1210,773,437,1697,997,700,2
3,42,995746,525920,469826,768500,405704,362796,227246,120216,107030,2
3,42,74072,39681,34391,57061,30495,26566,17011,9186,7825,2
3,42,84562,46051,38511,65468,35613,29855,19094,10438,8656,2
3,42,92877,51215,41662,72307,39688,32619,20570,11527,9043,2
3,42,99887,55421,44466,77829,43069,34760,22058,12352,9706,2
3,42,98637,52954,45683,75554,40517,35037,23083,12437,10646,2
3,42,85373,44565,40808,64173,33522,30651,21200,11043,10157,2
3,42,73146,37850,35296,55244,28508,26736,17902,9342,8560,2
3,42,67296,34489,32807,51057,26109,24948,16239,8380,7859,2
3,42,62309,31479,30830,47690,24091,23599,14619,7388,7231,2
3,42,56075,28868,27207,42594,21950,20644,13481,6918,6563,2
3,42,44806,23739,21067,33868,18046,15822,10938,5693,5245,2
3,42,34218,17480,16738,25734,13197,12537,8484,4283,4201,2
3,42,38564,17961,20603,30685,14108,16577,7879,3853,4026,2
3,42,31303,16963,14340,26007,14259,11748,5296,2704,2592,2
3,42,20451,11265,9186,16827,9396,7431,3624,1869,1755,2
3,42,9972,5132,4840,8158,4246,3912,1814,886,928,2
3,42,15454,7360,8094,12918,6181,6737,2536,1179,1357,2
3,42,6744,3447,3297,5326,2709,2617,1418,738,680,2
3,43,2029074,1071637,957437,1476518,776208,700310,552556,295429,257127,2
3,43,172234,92714,79520,129179,69541,59638,43055,23173,19882,2
3,43,188700,103585,85115,140586,76923,63663,48114,26662,21452,2
3,43,206136,113794,92342,155251,85426,69825,50885,28368,22517,2
3,43,218494,119774,98720,162467,88572,73895,56027,31202,24825,2
3,43,206863,108332,98531,148357,76854,71503,58506,31478,27028,2
3,43,179343,94003,85340,125114,64693,60421,54229,29310,24919,2
3,43,152925,79541,73384,107998,55469,52529,44927,24072,20855,2
3,43,138808,71024,67784,98895,50308,48587,39913,20716,19197,2
3,43,125273,64599,60674,90041,46311,43730,35232,18288,16944,2
3,43,108453,56624,51829,76523,39982,36541,31930,16642,15288,2
3,43,81324,43826,37498,55586,30248,25338,25738,13578,12160,2
3,43,59324,29064,30260,40460,19275,21185,18864,9789,9075,2
3,43,68735,32804,35931,51580,24326,27254,17155,8478,8677,2
3,43,48499,24755,23744,37070,18982,18088,11429,5773,5656,2
3,43,33876,17860,16016,25987,13993,11994,7889,3867,4022,2
3,43,15877,7823,8054,12134,5996,6138,3743,1827,1916,2
3,43,23624,11190,12434,18822,9045,9777,4802,2145,2657,2
3,43,586,325,261,468,264,204,118,61,57,2
3,44,901896,475622,426274,649705,342202,307503,252191,133420,118771,2
3,44,73000,39529,33471,52051,28180,23871,20949,11349,9600,2
3,44,77966,43224,34742,56345,31182,25163,21621,12042,9579,2
3,44,85966,47677,38289,62648,34721,27927,23318,12956,10362,2
3,44,91197,51375,39822,65896,37115,28781,25301,14260,11041,2
3,44,88213,46755,41458,62383,32735,29648,25830,14020,11810,2
3,44,78825,40522,38303,55334,28421,26913,23491,12101,11390,2
3,44,70105,35975,34130,50107,25635,24472,19998,10340,9658,2
3,44,64487,32828,31659,46154,23538,22616,18333,9290,9043,2
3,44,58295,29942,28353,41978,21653,20325,16317,8289,8028,2
3,44,49741,25828,23913,35294,18379,16915,14447,7449,6998,2
3,44,38877,20786,18091,27272,14655,12617,11605,6131,5474,2
3,44,28523,13871,14652,20162,9678,10484,8361,4193,4168,2
3,44,34300,16086,18214,25783,11990,13793,8517,4096,4421,2
3,44,24509,12586,11923,18860,9685,9175,5649,2901,2748,2
3,44,16857,8755,8102,13022,6831,6191,3835,1924,1911,2
3,44,7931,3813,4118,6246,3020,3226,1685,793,892,2
3,44,11300,5117,6183,9037,4175,4862,2263,942,1321,2
3,44,1804,953,851,1133,609,524,671,344,327,2
3,45,617508,326671,290837,400457,210782,189675,217051,115889,101162,2
3,45,48418,26089,22329,31304,16823,14481,17114,9266,7848,2
3,45,52717,28861,23856,34391,18786,15605,18326,10075,8251,2
3,45,57049,31721,25328,37707,20965,16742,19342,10756,8586,2
3,45,62545,34889,27656,41264,23038,18226,21281,11851,9430,2
3,45,61641,32820,28821,39002,20597,18405,22639,12223,10416,2
3,45,54170,28260,25910,32724,16579,16145,21446,11681,9765,2
3,45,47533,24664,22869,29899,15227,14672,17634,9437,8197,2
3,45,43140,22081,21059,27767,14054,13713,15373,8027,7346,2
3,45,39671,20345,19326,25891,13258,12633,13780,7087,6693,2
3,45,34618,17875,16743,22041,11412,10629,12577,6463,6114,2
3,45,27734,14810,12924,17517,9521,7996,10217,5289,4928,2
3,45,21025,10508,10517,12985,6365,6620,8040,4143,3897,2
3,45,22940,11095,11845,16013,7677,8336,6927,3418,3509,2
3,45,16595,8643,7952,11973,6248,5725,4622,2395,2227,2
3,45,11663,6236,5427,8475,4609,3866,3188,1627,1561,2
3,45,5537,2752,2785,4062,2035,2027,1475,717,758,2
3,45,8227,3830,4397,6086,2881,3205,2141,949,1192,2
3,45,2285,1192,1093,1356,707,649,929,485,444,2
3,46,1388525,743197,645328,889308,474484,414824,499217,268713,230504,2
3,46,105558,56554,49004,65972,35383,30589,39586,21171,18415,2
3,46,113639,62481,51158,71901,39470,32431,41738,23011,18727,2
3,46,124640,69858,54782,81739,45604,36135,42901,24254,18647,2
3,46,137819,77637,60182,90954,51101,39853,46865,26536,20329,2
3,46,145158,79265,65893,92559,50698,41861,52599,28567,24032,2
3,46,128113,68204,59909,76853,40754,36099,51260,27450,23810,2
3,46,109612,57647,51965,67941,35488,32453,41671,22159,19512,2
3,46,99498,52276,47222,62859,32841,30018,36639,19435,17204,2
3,46,89638,46821,42817,57372,30021,27351,32266,16800,15466,2
3,46,78959,41201,37758,48854,25497,23357,30105,15704,14401,2
3,46,63689,34327,29362,39007,21106,17901,24682,13221,11461,2
3,46,46768,23619,23149,28644,13957,14687,18124,9662,8462,2
3,46,52599,25587,27012,36831,17594,19237,15768,7993,7775,2
3,46,35774,18764,17010,25816,13538,12278,9958,5226,4732,2
3,46,25673,13660,12013,18816,10094,8722,6857,3566,3291,2
3,46,12259,6074,6185,8836,4396,4440,3423,1678,1745,2
3,46,18521,8863,9658,13964,6714,7250,4557,2149,2408,2
3,46,608,359,249,390,228,162,218,131,87,2
3,47,769751,408732,361019,606147,322184,283963,163604,86548,77056,2
3,47,59023,32052,26971,46593,25237,21356,12430,6815,5615,2
3,47,65645,36141,29504,51692,28438,23254,13953,7703,6250,2
3,47,75036,42052,32984,59828,33388,26440,15208,8664,6544,2
3,47,81166,45410,35756,64392,35959,28433,16774,9451,7323,2
3,47,76191,40670,35521,59341,31663,27678,16850,9007,7843,2
3,47,62989,32719,30270,48548,25311,23237,14441,7408,7033,2
3,47,56790,28949,27841,44180,22585,21595,12610,6364,6246,2
3,47,53886,27602,26284,42301,21795,20506,11585,5807,5778,2
3,47,49042,25652,23390,38309,20224,18085,10733,5428,5305,2
3,47,41164,21756,19408,31457,16725,14732,9707,5031,4676,2
3,47,31546,17200,14346,23966,13168,10798,7580,4032,3548,2
3,47,22920,11313,11607,17334,8461,8873,5586,2852,2734,2
3,47,31787,14636,17151,26069,11855,14214,5718,2781,2937,2
3,47,24557,13061,11496,20540,11010,9530,4017,2051,1966,2
3,47,16259,8909,7350,13646,7592,6054,2613,1317,1296,2
3,47,7191,3568,3623,5950,2949,3001,1241,619,622,2
3,47,11843,5638,6205,10137,4847,5290,1706,791,915,2
3,47,2716,1404,1312,1864,977,887,852,427,425,2
3,48,1895686,1002522,893164,1132406,598800,533606,763280,403722,359558,2
3,48,148476,80527,67949,94263,51432,42831,54213,29095,25118,2
3,48,160061,88363,71698,100422,55651,44771,59639,32712,26927,2
3,48,171978,97428,74550,107861,61307,46554,64117,36121,27996,2
3,48,189841,105967,83874,116719,65181,51538,73122,40786,32336,2
3,48,196371,102221,94150,115572,59770,55802,80799,42451,38348,2
3,48,175792,91511,84281,101242,52160,49082,74550,39351,35199,2
3,48,148002,76094,71908,85899,43874,42025,62103,32220,29883,2
3,48,136451,69779,66672,78926,40216,38710,57525,29563,27962,2
3,48,123273,62407,60866,71949,36503,35446,51324,25904,25420,2
3,48,109353,57030,52323,61807,32352,29455,47546,24678,22868,2
3,48,83702,44283,39419,45134,24080,21054,38568,20203,18365,2
3,48,62772,31475,31297,32961,16063,16898,29811,15412,14399,2
3,48,67450,31985,35465,41058,18850,22208,26392,13135,13257,2
3,48,48674,25508,23166,31580,16620,14960,17094,8888,8206,2
3,48,33440,17865,15575,21259,11603,9656,12181,6262,5919,2
3,48,16120,8129,7991,9894,5050,4844,6226,3079,3147,2
3,48,22942,11392,11550,15279,7737,7542,7663,3655,4008,2
3,48,988,558,430,581,351,230,407,207,200,2
3,49,2490656,1318408,1172248,1156045,607266,548779,1334611,711142,623469,2
3,49,194787,106319,88468,98341,53857,44484,96446,52462,43984,2
3,49,215463,119356,96107,109434,60292,49142,106029,59064,46965,2
3,49,236189,132916,103273,119740,66853,52887,116449,66063,50386,2
3,49,260943,146027,114916,128826,71421,57405,132117,74606,57511,2
3,49,252233,133665,118568,114351,59247,55104,137882,74418,63464,2
3,49,225372,116275,109097,96729,48849,47880,128643,67426,61217,2
3,49,188504,96536,91968,81898,41192,40706,106606,55344,51262,2
3,49,178950,89981,88969,78781,39201,39580,100169,50780,49389,2
3,49,158573,80597,77976,70652,35735,34917,87921,44862,43059,2
3,49,141166,71977,69189,59882,30617,29265,81284,41360,39924,2
3,49,110261,58277,51984,44649,23822,20827,65612,34455,31157,2
3,49,85782,43048,42734,34126,16295,17831,51656,26753,24903,2
3,49,85525,41801,43724,39183,18275,20908,46342,23526,22816,2
3,49,61990,31824,30166,31334,16037,15297,30656,15787,14869,2
3,49,42616,23121,19495,21211,11813,9398,21405,11308,10097,2
3,49,20746,10494,10252,9904,4903,5001,10842,5591,5251,2
3,49,29576,15093,14483,15919,8228,7691,13657,6865,6792,2
3,49,1980,1101,879,1085,629,456,895,472,423,2
3,50,1119627,589369,530258,977832,514322,463510,141795,75047,66748,2
3,50,94721,51841,42880,83593,45790,37803,11128,6051,5077,2
3,50,106707,59263,47444,93812,52119,41693,12895,7144,5751,2
3,50,116563,65814,50749,102745,57992,44753,13818,7822,5996,2
3,50,124038,69694,54344,109309,61465,47844,14729,8229,6500,2
3,50,108149,56296,51853,93862,48856,45006,14287,7440,6847,2
3,50,91697,46698,44999,78824,39978,38846,12873,6720,6153,2
3,50,79246,39587,39659,68409,34059,34350,10837,5528,5309,2
3,50,77366,38524,38842,67048,33259,33789,10318,5265,5053,2
3,50,68102,34428,33674,58956,29692,29264,9146,4736,4410,2
3,50,58931,29855,29076,51049,25783,25266,7882,4072,3810,2
3,50,43664,23480,20184,37614,20328,17286,6050,3152,2898,2
3,50,33868,15903,17965,28956,13519,15437,4912,2384,2528,2
3,50,38367,18353,20014,33604,15976,17628,4763,2377,2386,2
3,50,28724,14258,14466,25618,12695,12923,3106,1563,1543,2
3,50,20498,10974,9524,18310,9825,8485,2188,1149,1039,2
3,50,9773,4748,5025,8746,4262,4484,1027,486,541,2
3,50,16004,7945,8059,14503,7204,7299,1501,741,760,2
3,50,3209,1708,1501,2874,1520,1354,335,188,147,2
3,51,684627,357485,327142,506820,264089,242731,177807,93396,84411,2
3,51,51218,27307,23911,38762,20716,18046,12456,6591,5865,2
3,51,55627,30267,25360,41895,22732,19163,13732,7535,6197,2
3,51,62896,35108,27788,47141,26255,20886,15755,8853,6902,2
3,51,69688,38097,31591,51885,28170,23715,17803,9927,7876,2
3,51,67606,34964,32642,49315,25341,23974,18291,9623,8668,2
3,51,58265,29526,28739,42739,21474,21265,15526,8052,7474,2
3,51,50432,25213,25219,37161,18567,18594,13271,6646,6625,2
3,51,48651,24291,24360,35602,17888,17714,13049,6403,6646,2
3,51,44859,22291,22568,32243,16126,16117,12616,6165,6451,2
3,51,41482,21577,19905,29370,15399,13971,12112,6178,5934,2
3,51,32935,17477,15458,22876,12054,10822,10059,5423,4636,2
3,51,24702,13231,11471,17215,8962,8253,7487,4269,3218,2
3,51,23690,11319,12371,18301,8567,9734,5389,2752,2637,2
3,51,18110,9202,8908,14511,7528,6983,3599,1674,1925,2
3,51,13743,7112,6631,10936,5703,5233,2807,1409,1398,2
3,51,7485,3850,3635,5950,3076,2874,1535,774,761,2
3,51,11042,5499,5543,9084,4581,4503,1958,918,1040,2
3,51,2196,1154,1042,1834,950,884,362,204,158,2
3,52,994628,529253,465375,450017,240984,209033,544611,288269,256342,2
3,52,80748,43562,37186,37144,20386,16758,43604,23176,20428,2
3,52,86290,47902,38388,39986,22209,17777,46304,25693,20611,2
3,52,88031,49751,38280,42630,24208,18422,45401,25543,19858,2
3,52,92545,52005,40540,46132,25809,20323,46413,26196,20217,2
3,52,98083,51551,46532,46170,24227,21943,51913,27324,24589,2
3,52,95175,48146,47029,40375,20813,19562,54800,27333,27467,2
3,52,85030,43532,41498,34987,18022,16965,50043,25510,24533,2
3,52,77026,40141,36885,32859,16977,15882,44167,23164,21003,2
3,52,64144,33426,30718,28754,14837,13917,35390,18589,16801,2
3,52,55262,28951,26311,24745,13155,11590,30517,15796,14721,2
3,52,43594,22988,20606,18125,9906,8219,25469,13082,12387,2
3,52,34807,17898,16909,13616,7237,6379,21191,10661,10530,2
3,52,33915,16992,16923,14556,7030,7526,19359,9962,9397,2
3,52,23497,12779,10718,11210,6001,5209,12287,6778,5509,2
3,52,16372,8910,7462,8155,4482,3673,8217,4428,3789,2
3,52,8536,4591,3945,4316,2294,2022,4220,2297,1923,2
3,52,10935,5737,5198,5992,3229,2763,4943,2508,2435,2
3,52,638,391,247,265,162,103,373,229,144,2
3,53,1655169,878029,777140,1139204,604653,534551,515965,273376,242589,2
3,53,126097,68168,57929,85070,46403,38667,41027,21765,19262,2
3,53,138829,76890,61939,94102,52331,41771,44727,24559,20168,2
3,53,155043,87225,67818,106634,59988,46646,48409,27237,21172,2
3,53,171193,95840,75353,118633,66416,52217,52560,29424,23136,2
3,53,169309,89966,79343,114712,60740,53972,54597,29226,25371,2
3,53,143845,74942,68903,95719,49625,46094,48126,25317,22809,2
3,53,120595,61758,58837,80653,41166,39487,39942,20592,19350,2
3,53,113668,57664,56004,76875,38924,37951,36793,18740,18053,2
3,53,106550,54006,52544,73534,37180,36354,33016,16826,16190,2
3,53,94335,48672,45663,64757,33534,31223,29578,15138,14440,2
3,53,74103,39626,34477,50072,26963,23109,24031,12663,11368,2
3,53,54836,27512,27324,37107,18477,18630,17729,9035,8694,2
3,53,62999,30906,32093,46313,22465,23848,16686,8441,8245,2
3,53,45450,23858,21592,34843,18460,16383,10607,5398,5209,2
3,53,33035,18028,15007,25130,13978,11152,7905,4050,3855,2
3,53,15697,8018,7679,11844,6122,5722,3853,1896,1957,2
3,53,25501,12815,12686,19985,10189,9796,5516,2626,2890,2
3,53,4084,2135,1949,3221,1692,1529,863,443,420,2
3,54,595527,317522,278005,404842,215210,189632,190685,102312,88373,2
3,54,44615,24118,20497,29137,15718,13419,15478,8400,7078,2
3,54,51211,28075,23136,34423,18862,15561,16788,9213,7575,2
3,54,55242,30970,24272,37689,21155,16534,17553,9815,7738,2
3,54,59829,33647,26182,41057,23025,18032,18772,10622,8150,2
3,54,59675,32383,27292,40123,21621,18502,19552,10762,8790,2
3,54,52035,27145,24890,34200,17603,16597,17835,9542,8293,2
3,54,45384,23422,21962,30187,15485,14702,15197,7937,7260,2
3,54,41471,21434,20037,27659,14162,13497,13812,7272,6540,2
3,54,38112,19529,18583,25886,13274,12612,12226,6255,5971,2
3,54,33446,17261,16185,22714,11668,11046,10732,5593,5139,2
3,54,27577,14726,12851,18564,9947,8617,9013,4779,4234,2
3,54,20794,10486,10308,13999,6982,7017,6795,3504,3291,2
3,54,22958,11598,11360,16622,8349,8273,6336,3249,3087,2
3,54,15540,8251,7289,11635,6274,5361,3905,1977,1928,2
3,54,12078,6647,5431,9057,5039,4018,3021,1608,1413,2
3,54,5984,3099,2885,4453,2351,2102,1531,748,783,2
3,54,9146,4516,4630,7086,3522,3564,2060,994,1066,2
3,54,430,215,215,351,173,178,79,42,37,2
4,0,1055450,580663,474787,28991,17150,11841,1026459,563513,462946,2
4,0,81854,43347,38507,3021,1611,1410,78833,41736,37097,2
4,0,91194,49255,41939,2921,1572,1349,88273,47683,40590,2
4,0,93464,52140,41324,2537,1421,1116,90927,50719,40208,2
4,0,104418,60521,43897,2765,1787,978,101653,58734,42919,2
4,0,121244,68467,52777,3593,2255,1338,117651,66212,51439,2
4,0,110237,60694,49543,3806,2260,1546,106431,58434,47997,2
4,0,90803,49625,41178,3101,1902,1199,87702,47723,39979,2
4,0,83672,45566,38106,2321,1455,866,81351,44111,37240,2
4,0,68921,37268,31653,1547,947,600,67374,36321,31053,2
4,0,60352,32893,27459,1049,638,411,59303,32255,27048,2
4,0,46942,26108,20834,723,415,308,46219,25693,20526,2
4,0,34925,19745,15180,503,272,231,34422,19473,14949,2
4,0,25801,13530,12271,481,277,204,25320,13253,12067,2
4,0,15839,8250,7589,255,140,115,15584,8110,7474,2
4,0,11385,5998,5387,181,96,85,11204,5902,5302,2
4,0,6422,3255,3167,75,43,32,6347,3212,3135,2
4,0,7631,3800,3831,106,55,51,7525,3745,3780,2
4,0,346,201,145,6,4,2,340,197,143,2
4,55,1055450,580663,474787,28991,17150,11841,1026459,563513,462946,2
4,55,81854,43347,38507,3021,1611,1410,78833,41736,37097,2
4,55,91194,49255,41939,2921,1572,1349,88273,47683,40590,2
4,55,93464,52140,41324,2537,1421,1116,90927,50719,40208,2
4,55,104418,60521,43897,2765,1787,978,101653,58734,42919,2
4,55,121244,68467,52777,3593,2255,1338,117651,66212,51439,2
4,55,110237,60694,49543,3806,2260,1546,106431,58434,47997,2
4,55,90803,49625,41178,3101,1902,1199,87702,47723,39979,2
4,55,83672,45566,38106,2321,1455,866,81351,44111,37240,2
4,55,68921,37268,31653,1547,947,600,67374,36321,31053,2
4,55,60352,32893,27459,1049,638,411,59303,32255,27048,2
4,55,46942,26108,20834,723,415,308,46219,25693,20526,2
4,55,34925,19745,15180,503,272,231,34422,19473,14949,2
4,55,25801,13530,12271,481,277,204,25320,13253,12067,2
4,55,15839,8250,7589,255,140,115,15584,8110,7474,2
4,55,11385,5998,5387,181,96,85,11204,5902,5302,2
4,55,6422,3255,3167,75,43,32,6347,3212,3135,2
4,55,7631,3800,3831,106,55,51,7525,3745,3780,2
4,55,346,201,145,6,4,2,340,197,143,2
5,0,10086292,5137773,4948519,7036954,3519042,3517912,3049338,1618731,1430607,2
5,0,924864,488988,435876,677293,356937,320356,247571,132051,115520,2
5,0,1058801,560179,498622,770582,404255,366327,288219,155924,132295,2
5,0,1145343,603274,542069,835418,434578,400840,309925,168696,141229,2
5,0,1124110,588483,535627,792898,407069,385829,331212,181414,149798,2
5,0,970068,484614,485454,648027,312431,335596,322041,172183,149858,2
5,0,810184,397363,412821,529754,253277,276477,280430,144086,136344,2
5,0,698300,345427,352873,459156,221890,237266,239144,123537,115607,2
5,0,665500,330834,334666,441348,215242,226106,224152,115592,108560,2
5,0,566709,285531,281178,378652,187060,191592,188057,98471,89586,2
5,0,489377,247982,241395,325900,160955,164945,163477,87027,76450,2
5,0,397158,202024,195134,270074,133037,137037,127084,68987,58097,2
5,0,318461,151865,166596,221366,100962,120404,97095,50903,46192,2
5,0,329056,163220,165836,244791,119263,125528,84265,43957,40308,2
5,0,218759,108412,110347,163102,78840,84262,55657,29572,26085,2
